Scopus-2493-Analyze-Country

"Your query : (AUTHKEY(""environmental protection"") AND PUBYEAR > 1998 AND PUBYEAR < 2016)"


Number of results : 2493

"COUNTRY/TERRITORY",
"China","971"
"United States","336"
"United Kingdom","107"
"Germany","98"
"Poland","95"
"Romania","93"
"Japan","53"
"Australia","47"
"Croatia","45"
"Russian Federation","42"
"Canada","41"
"Italy","39"
"Taiwan","36"
"India","35"
"Brazil","34"
"Slovenia","33"
"France","32"
"Greece","31"
"Hungary","30"
"Czech Republic","28"
"Serbia","25"
"Hong Kong","23"
"Netherlands","21"
"Spain","21"
"Turkey","21"
"Austria","19"
"Finland","19"
"Slovakia","19"
"Switzerland","19"
"Malaysia","18"
"Norway","17"
"Sweden","11"
"Iran","10"
"Lithuania","10"
"Ukraine","10"
"New Zealand","9"
"Denmark","8"
"South Africa","8"
"Bulgaria","7"
"Kazakhstan","7"
"South Korea","7"
"Indonesia","6"
"Nigeria","6"
"Portugal","6"
"Argentina","5"
"Jordan","5"
"Algeria","4"
"Estonia","4"
"Israel","4"
"Mexico","4"
"Pakistan","4"
"Saudi Arabia","4"
"Albania","3"
"Belgium","3"
"Egypt","3"
"Ireland","3"
"Morocco","3"
"Thailand","3"
"Tunisia","3"
"Belarus","2"
"Colombia","2"
"Costa Rica","2"
"Cuba","2"
"Georgia","2"
"Guyana","2"
"Kuwait","2"
"Oman","2"
"Tanzania","2"
"Viet Nam","2"
"Armenia","1"
"Bangladesh","1"
"Benin","1"
"Bosnia and Herzegovina","1"
"Chile","1"
"Ecuador","1"
"Ethiopia","1"
"Iraq","1"
"Kenya","1"
"Latvia","1"
"Macao","1"
"Macedonia","1"
"Martinique","1"
"Montenegro","1"
"Nepal","1"
"Rwanda","1"
"Tajikistan","1"
"United Arab Emirates","1"
"Uzbekistan","1"
"Vanuatu","1"
"Yugoslavia","1"
"Undefined","103"
