Scopus-28310-Analyze-Country

"Your query : (AUTHKEY(""ecosystem"") AND PUBYEAR > 1998 AND PUBYEAR < 2016)"


Number of results : 28310

"COUNTRY/TERRITORY",
"United States","8723"
"China","3909"
"United Kingdom","2924"
"Germany","2174"
"Canada","2082"
"Australia","1930"
"France","1637"
"Spain","1324"
"Netherlands","1149"
"Italy","1137"
"Japan","991"
"Sweden","950"
"Switzerland","766"
"Brazil","701"
"India","647"
"South Africa","592"
"Russian Federation","541"
"Finland","534"
"Denmark","508"
"New Zealand","498"
"Norway","488"
"Belgium","435"
"Portugal","419"
"Austria","343"
"Argentina","336"
"Mexico","326"
"Poland","259"
"Chile","256"
"Greece","251"
"South Korea","235"
"Czech Republic","231"
"Israel","208"
"Ireland","204"
"Kenya","164"
"Romania","161"
"Turkey","157"
"Hungary","130"
"Colombia","128"
"Indonesia","116"
"Malaysia","116"
"Taiwan","112"
"Thailand","90"
"Slovakia","87"
"Tanzania","87"
"Estonia","83"
"Ukraine","82"
"Philippines","73"
"Nigeria","65"
"Hong Kong","64"
"Singapore","64"
"Iran","61"
"Costa Rica","59"
"Bulgaria","58"
"Ecuador","58"
"Panama","56"
"Ethiopia","55"
"Viet Nam","55"
"Slovenia","54"
"Saudi Arabia","47"
"Egypt","46"
"Bangladesh","44"
"Croatia","44"
"Iceland","43"
"Puerto Rico","43"
"Pakistan","41"
"Lithuania","39"
"Peru","39"
"Morocco","37"
"Venezuela","36"
"New Caledonia","34"
"Serbia","34"
"Sri Lanka","33"
"Nepal","30"
"Tunisia","29"
"Cuba","28"
"Senegal","27"
"Ghana","26"
"Uruguay","26"
"Namibia","25"
"Algeria","24"
"Bolivia","23"
"Uganda","22"
"Latvia","20"
"Mongolia","19"
"United Arab Emirates","19"
"Zimbabwe","19"
"Burkina Faso","18"
"Laos","18"
"Jordan","17"
"Belarus","16"
"Madagascar","16"
"Zambia","16"
"Kazakhstan","14"
"Malawi","14"
"Benin","13"
"Botswana","13"
"Cameroon","13"
"French Guiana","13"
"Kuwait","13"
"Fiji","12"
"French Polynesia","12"
"Monaco","12"
"Luxembourg","11"
"Cote d'Ivoire","10"
"Oman","10"
"Uzbekistan","10"
"Greenland","9"
"Nicaragua","9"
"Sudan","9"
"Mali","8"
"Papua New Guinea","8"
"Seychelles","8"
"Albania","7"
"Azerbaijan","7"
"Barbados","7"
"Belize","7"
"Cambodia","7"
"Congo","7"
"Jamaica","7"
"Malta","7"
"Mauritania","7"
"Qatar","7"
"Cyprus","6"
"Lebanon","6"
"Macedonia","6"
"Samoa","6"
"Angola","5"
"Armenia","5"
"Niger","5"
"Reunion","5"
"Trinidad and Tobago","5"
"Central African Republic","4"
"Faroe Islands","4"
"Georgia","4"
"Guam","4"
"Kyrgyzstan","4"
"Myanmar","4"
"Solomon Islands","4"
"Swaziland","4"
"Syrian Arab Republic","4"
"Bermuda","3"
"Bosnia and Herzegovina","3"
"Brunei Darussalam","3"
"Guadeloupe","3"
"Guatemala","3"
"Mozambique","3"
"Suriname","3"
"Tajikistan","3"
"Virgin Islands (U.S.)","3"
"Yemen","3"
"American Samoa","2"
"Bahrain","2"
"Bhutan","2"
"Cape Verde","2"
"Djibouti","2"
"Dominican Republic","2"
"El Salvador","2"
"Equatorial Guinea","2"
"Guinea","2"
"Undefined","436"
