Scopus-139-Analyze-Country

"Your query : (AUTHKEY(""bioeconomy"") AND PUBYEAR > 1998 AND PUBYEAR < 2016)"


Number of results : 139

"COUNTRY/TERRITORY",
"Germany","27"
"United Kingdom","26"
"United States","20"
"Italy","9"
"Netherlands","8"
"Australia","7"
"Canada","6"
"Sweden","6"
"China","5"
"Switzerland","5"
"Denmark","4"
"Spain","4"
"Austria","3"
"Belgium","3"
"Finland","3"
"France","3"
"Norway","3"
"Poland","3"
"Brazil","2"
"Greece","2"
"Ireland","2"
"Mexico","2"
"Romania","2"
"Taiwan","2"
"Argentina","1"
"Iceland","1"
"Indonesia","1"
"Japan","1"
"Malaysia","1"
"New Zealand","1"
"Saudi Arabia","1"
"Slovenia","1"
"South Korea","1"
"Thailand","1"
"Tunisia","1"
"Turkey","1"
"Venezuela","1"
"Undefined","3"
