Scopus-22206-Analyze-Country

"Your query : (AUTHKEY(""biodiversity"") AND PUBYEAR > 1998 AND PUBYEAR < 2016)"


Number of results : 22206

"COUNTRY/TERRITORY",
"United States","5089"
"United Kingdom","2817"
"Germany","2000"
"Australia","1715"
"France","1631"
"Brazil","1404"
"Italy","1353"
"Canada","1314"
"China","1193"
"Spain","1085"
"Netherlands","900"
"India","795"
"Switzerland","794"
"Sweden","659"
"South Africa","535"
"Belgium","475"
"Finland","473"
"Japan","470"
"Poland","442"
"New Zealand","432"
"Mexico","414"
"Russian Federation","371"
"Norway","354"
"Denmark","326"
"Portugal","322"
"Austria","304"
"Czech Republic","293"
"Argentina","274"
"Turkey","254"
"Greece","221"
"Colombia","198"
"Ireland","181"
"Malaysia","174"
"Thailand","159"
"Chile","153"
"Israel","149"
"Hungary","148"
"Indonesia","147"
"Kenya","129"
"Iran","127"
"Romania","127"
"Estonia","124"
"Taiwan","113"
"Costa Rica","112"
"South Korea","111"
"Philippines","109"
"Singapore","90"
"Tanzania","82"
"Ecuador","79"
"Pakistan","78"
"Venezuela","77"
"Slovenia","76"
"Croatia","74"
"Panama","74"
"Slovakia","72"
"Hong Kong","67"
"Nigeria","66"
"Ukraine","64"
"Egypt","59"
"Saudi Arabia","59"
"Madagascar","58"
"Tunisia","56"
"Viet Nam","55"
"Cameroon","54"
"Serbia","53"
"Morocco","51"
"Peru","50"
"Bangladesh","49"
"Bolivia","48"
"Bulgaria","48"
"Ethiopia","45"
"Nepal","42"
"Uganda","40"
"Puerto Rico","39"
"Ghana","38"
"Cuba","37"
"Benin","35"
"Sri Lanka","35"
"Uruguay","32"
"New Caledonia","28"
"Lithuania","27"
"Jordan","24"
"Cote d'Ivoire","23"
"Algeria","21"
"Namibia","21"
"Congo","20"
"Laos","20"
"Albania","19"
"Burkina Faso","19"
"Senegal","19"
"Iceland","18"
"Fiji","17"
"Kuwait","17"
"Latvia","17"
"Lebanon","16"
"Syrian Arab Republic","16"
"Zimbabwe","16"
"French Guiana","14"
"Mali","14"
"United Arab Emirates","14"
"Botswana","13"
"Brunei Darussalam","13"
"Jamaica","13"
"Malawi","13"
"Nicaragua","13"
"Oman","13"
"Papua New Guinea","13"
"Mongolia","12"
"Montenegro","12"
"Bosnia and Herzegovina","11"
"Cyprus","11"
"Mauritius","11"
"Togo","11"
"Gabon","10"
"Georgia","10"
"Greenland","9"
"Azerbaijan","8"
"Guatemala","8"
"Macedonia","8"
"Mozambique","8"
"Myanmar","8"
"Rwanda","8"
"Solomon Islands","8"
"Cambodia","7"
"French Polynesia","7"
"Guinea","7"
"Luxembourg","7"
"Niger","7"
"Trinidad and Tobago","7"
"Zambia","7"
"Bahamas","6"
"Armenia","5"
"Barbados","5"
"Dominican Republic","5"
"Guyana","5"
"Malta","5"
"Belarus","4"
"Bhutan","4"
"Burundi","4"
"El Salvador","4"
"Equatorial Guinea","4"
"Guam","4"
"Honduras","4"
"Mauritania","4"
"Moldova","4"
"Palestine","4"
"Qatar","4"
"Seychelles","4"
"Sierra Leone","4"
"Sudan","4"
"Swaziland","4"
"Uzbekistan","4"
"Yemen","4"
"Bahrain","3"
"Belize","3"
"Falkland Islands (Malvinas)","3"
"Federated States of Micronesia","3"
"Kyrgyzstan","3"
"Marshall Islands","3"
"Undefined","290"
