Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Chng, E.L.K., Pumera, M.","The toxicity of graphene oxides: Dependence on the oxidative methods used",2013,"Chemistry - A European Journal",19,25,,8227,8235,,45,10.1002/chem.201300824,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878864936&partnerID=40&md5=76674925d8c0834a93995854df5decda",Article,Scopus,2-s2.0-84878864936
"Richardson, J.J., Ejima, H., Lörcher, S.L., Liang, K., Senn, P., Cui, J., Caruso, F.","Preparation of nano- and microcapsules by electrophoretic polymer assembly",2013,"Angewandte Chemie - International Edition",52,25,,6455,6458,,25,10.1002/anie.201302092,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878950207&partnerID=40&md5=98a9fa28e39f1392bb163bf43c2df07f",Article,Scopus,2-s2.0-84878950207
"Yuan, D., Chen, S., Zhang, J., Wang, H., Yuan, R., Zhang, W.","An electrochemiluminescent sensor for phenolic compounds based on the inhibition of peroxydisulfate electrochemiluminescence",2013,"Sensors and Actuators, B: Chemical",185,,,417,423,,3,10.1016/j.snb.2013.05.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878841664&partnerID=40&md5=8f48abf6827498a85533026f148eb64c",Article,Scopus,2-s2.0-84878841664
"Vieira, N.C.S., Figueiredo, A., Fernandes, E.G.R., Guimarães, F.E.G., Zucolotto, V.","Nanostructured polyaniline thin films as urea-sensing membranes in field-effect devices",2013,"Synthetic Metals",175,,,108,111,,7,10.1016/j.synthmet.2013.05.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878847225&partnerID=40&md5=6b2e5152df2e05fa4d2f1703cb6fde92",Article,Scopus,2-s2.0-84878847225
"Luther, S., Brogfeld, N., Kim, J., Parsons, J.G.","Study of the thermodynamics of chromium(III) and chromium(VI) binding to iron(II/III)oxide or magnetite or ferrite and magnanese(II) iron (III) oxide or jacobsite or manganese ferrite nanoparticles",2013,"Journal of Colloid and Interface Science",400,,,97,103,,13,10.1016/j.jcis.2013.02.036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876788137&partnerID=40&md5=720fbc9a1482f29d86ff1bc0bfa28241",Article,Scopus,2-s2.0-84876788137
"Nhung, T.T., Bu, Y., Lee, S.-W.","Facile synthesis of chitosan-mediated gold nanoflowers as surface-enhanced Raman scattering (SERS) substrates",2013,"Journal of Crystal Growth",373,,,132,137,,17,10.1016/j.jcrysgro.2012.09.042,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900864275&partnerID=40&md5=4b2a87d38eaf420893e6a844ea2bf719",Article,Scopus,2-s2.0-84900864275
"Popescu, B.M., Ali, N., Basturea, G., Comsa, G.I., Materon, L.A., Chipara, M.","1-Dimensional nanoparticles-A brief critical review on biological, medical, and toxicological aspects",2013,"Applied Surface Science",275,,,2,6,,7,10.1016/j.apsusc.2013.01.122,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877579896&partnerID=40&md5=e9fd9b316918b90a38cf84f4beade8ac",Conference Paper,Scopus,2-s2.0-84877579896
"Bassiouk, M., Basiuk, V.A., Basiuk, E.V., Álvarez-Zauco, E., Martínez-Herrera, M., Rojas-Aguilar, A., Puente-Lee, I.","Noncovalent functionalization of single-walled carbon nanotubes with porphyrins",2013,"Applied Surface Science",275,,,168,177,,7,10.1016/j.apsusc.2012.12.167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877583459&partnerID=40&md5=c9f7a1754f3f781ccd532e316e8af971",Conference Paper,Scopus,2-s2.0-84877583459
"Aljishi, M.F., Ruo, A.-C., Park, J.H., Nasser, B., Kim, W.-S., Joo, Y.L.","Effect of flow structure at the onset of instability on barium sulfate precipitation in Taylor-Couette crystallizers",2013,"Journal of Crystal Growth",373,,,20,31,,4,10.1016/j.jcrysgro.2012.11.048,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901618222&partnerID=40&md5=48f7a819f74ca6a65ea53a6c315f4f1c",Article,Scopus,2-s2.0-84901618222
"Li, W.Q., Xiao, X.H., Stepanov, A.L., Dai, Z.G., Wu, W., Cai, G.X., Ren, F., Jiang, C.Z.","The ion implantation-induced properties of one-dimensional nanomaterials",2013,"Nanoscale Research Letters",8,1,,1,13,,4,10.1186/1556-276X-8-175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878749423&partnerID=40&md5=b7a224cd741c17becd05598fdb004c3f",Review,Scopus,2-s2.0-84878749423
"Mendez, M.A., Szalai, V.A.","Synapsable quadruplex-mediated fibers",2013,"Nanoscale Research Letters",8,1,,1,10,,2,10.1186/1556-276X-8-210,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878755956&partnerID=40&md5=4891934042b2b356902d1ffb97346263",Article,Scopus,2-s2.0-84878755956
"Zhang, X., Cheng, F., Yang, J., Chen, J.","LiNi0.5Mn1.5O4 porous nanorods as high-rate and long-life cathodes for Li-ion batteries",2013,"Nano Letters",13,6,,2822,2825,,97,10.1021/nl401072x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879112017&partnerID=40&md5=eedd30f0a344a751a45c6f939633512b",Article,Scopus,2-s2.0-84879112017
"Chen, L., Liu, L., Li, Z., Xiao, C.J., Wei, T.","Preparation of aluminum nanoparticles and oxidation mechanism of nano- and micro-particles",2013,"Advanced Materials Research",690 693,,,485,489,,,10.4028/www.scientific.net/AMR.690-693.485,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878642773&partnerID=40&md5=bc74f897511c8fbb6aa161bd4fc26d15",Conference Paper,Scopus,2-s2.0-84878642773
"McHugh, K.J., Saint-Geniez, M., Tao, S.L.","Topographical control of ocular cell types for tissue engineering",2013,"Journal of Biomedical Materials Research - Part B Applied Biomaterials",101,8,,1571,1576,,2,10.1002/jbm.b.32968,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84886590971&partnerID=40&md5=1e6a07c9761960ad94366ddc09870d34",Review,Scopus,2-s2.0-84886590971
"Paez, J.I., Brunetti, V., Coronado, E.A., Strumia, M.C.","Dendritic chemistry applied to the construction of tailored functional nanomaterials: Synthesis and characterization of gold nanoparticle-cored dendrimers (NCDs)",2013,"Current Organic Chemistry",17,9,,943,955,,2,10.2174/1385272811317090008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878587084&partnerID=40&md5=e1cecc89d79a2b708ed31c63eb3b8cd2",Article,Scopus,2-s2.0-84878587084
"Seoane, J.A., López-Campos, G., Dorado, J., Martin-Sanchez, F.","New approaches in data integration for systems chemical biology",2013,"Current Topics in Medicinal Chemistry",13,5,,591,601,,5,10.2174/1568026611313050004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878576257&partnerID=40&md5=67119b4af03993b7d0f14c69d90d9418",Review,Scopus,2-s2.0-84878576257
"Chan, Y.-L., Pung, S.-Y., Hussain, N.S., Sreekantan, S., Yeoh, F.-Y.","Photocatalytic degradation of rhodamine B using MnO2 and ZnO nanoparticles",2013,"Materials Science Forum",756,,,167,174,,2,10.4028/www.scientific.net/MSF.756.167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878513088&partnerID=40&md5=e58069b3e4ae92066785e9ce426995da",Conference Paper,Scopus,2-s2.0-84878513088
"Kumar, A.","Functional nanomaterials: From basic science to emerging applications",2013,"Advanced Materials Research",698,,,1,19,,,10.4028/www.scientific.net/SSP.201.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878465048&partnerID=40&md5=7a995b32320ed94982070f4a9b5f95f2",Conference Paper,Scopus,2-s2.0-84878465048
"Thomas, B.J., Bunker, C.E., Guliants, E.A., Hayes, S.E., Kheyfets, A., Wentz, K.M., Buckner, S.W., Jelliss, P.A.","Synthesis of aluminum nanoparticles capped with copolymerizable epoxides",2013,"Journal of Nanoparticle Research",15,6, 1729,,,,4,10.1007/s11051-013-1729-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878411465&partnerID=40&md5=a5d0ea7593532345359fd9a8ee5627a8",Article,Scopus,2-s2.0-84878411465
"Virk, H.S.","Synthesis and characterization of metal and semiconductor nanowires",2013,"Advanced Materials Research",698,,,21,64,,,10.4028/www.scientific.net/SSP.201.21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878439484&partnerID=40&md5=4e157a450c31fe588c728b82b94da9e7",Conference Paper,Scopus,2-s2.0-84878439484
"Gimeno-Fabra, M., Dunne, P., Grant, D., Gooden, P., Lester, E.","Continuous flow synthesis of tungsten oxide (WO3) nanoplates from tungsten (VI) ethoxide",2013,"Chemical Engineering Journal",226,,,22,29,,8,10.1016/j.cej.2013.03.094,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877334633&partnerID=40&md5=30962e5fcc90ec672b54f6086baf13d4",Article,Scopus,2-s2.0-84877334633
"Islam, M.R., Bach, L.G., Nga, T.T., Lim, K.T.","Covalent ligation of gold coated iron nanoparticles to the multi-walled carbon nanotubes employing click chemistry",2013,"Journal of Alloys and Compounds",561,,,201,205,,6,10.1016/j.jallcom.2013.01.176,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874604498&partnerID=40&md5=9b6563328a25fdf10e9402d8e2df43bc",Article,Scopus,2-s2.0-84874604498
"Huang, Z., Li, F., Chen, B., Lu, T., Yuan, Y., Yuan, G.","Well-dispersed g-C<inf>3</inf>N<inf>4</inf> nanophases in mesoporous silica channels and their catalytic activity for carbon dioxide activation and conversion",2013,"Applied Catalysis B: Environmental",136-137,,,269,277,,40,10.1016/j.apcatb.2013.01.057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874768768&partnerID=40&md5=49cbbaabd3a6b9a6301d8a66cd976428",Article,Scopus,2-s2.0-84874768768
"Wu, N., Wyart, Y., Liu, Y., Rose, J., Moulin, P.","An overview of solid/liquid separation methods and size fractionation techniques for engineered nanomaterials in aquatic environment",2013,"Environmental Technology (United Kingdom)",,,,,,,,10.1080/09593330.2013.788073,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878299127&partnerID=40&md5=11f4b8e4001f8754055922c12fe720dd",Article in Press,Scopus,2-s2.0-84878299127
"Gafurov, M.R., Yavkin, B.V., Biktagirov, T.B., Mamin, G.V., Orlinskii, S.B., Izotov, V.V., Salakhov, M.K., Klimashina, E.S., Putlayev, V.I., Abdul'yanov, V.A., Ignatjev, I.M., Khairullin, R.N., Zamochkin, A.V., Chelyshev, Y.A.","Atherosclerotic plaque and hydroxyapatite nanostructures studied by high-frequency EPR",2013,"Magnetic Resonance in Solids",15,1,,,,,9,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878371074&partnerID=40&md5=2ca555732abff0c8d8ded0a80c69ac7d",Article,Scopus,2-s2.0-84878371074
"Zhao, L., Lu, Y.-T., Li, F., Wu, K., Hou, S., Yu, J., Shen, Q., Wu, D., Song, M., Ouyang, W.-H., Luo, Z., Lee, T., Fang, X., Shao, C., Xu, X., Garcia, M.A., Chung, L.W.K., Rettig, M., Tseng, H.-R., Posadas, E.M.","High-purity prostate circulating tumor cell isolation by a polymer nanofiber-embedded microchip for whole exome sequencing",2013,"Advanced Materials",25,21,,2897,2902,,41,10.1002/adma.201205237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876491890&partnerID=40&md5=9cb4e9ece6a67e7d6c32a7ca4d632a92",Article,Scopus,2-s2.0-84876491890
"Ikeda-Ohno, A., Hennig, C., Weiss, S., Yaita, T., Bernhard, G.","Hydrolysis of tetravalent cerium for a simple route to nanocrystalline cerium dioxide: An in situ spectroscopic study of nanocrystal evolution",2013,"Chemistry - A European Journal",19,23,,7348,7360,,7,10.1002/chem.201204101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878245191&partnerID=40&md5=a4a9e6c35f23a7ffa0036504ec311ef3",Article,Scopus,2-s2.0-84878245191
"Gillet, J.-N.","Ultralow thermal conductivity minimum in silicon supercrystals with weakly and strongly bonded germanium nanodots for thermoelectrics",2013,"ACS Sustainable Chemistry and Engineering",1,6,,611,618,,1,10.1021/sc400020c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84884213063&partnerID=40&md5=7f864ebccb1d6df55062680ab6760615",Article,Scopus,2-s2.0-84884213063
"Witoon, T., Permsirivanich, T., Donphai, W., Jaree, A., Chareonpanich, M.","CO2 hydrogenation to methanol over Cu/ZnO nanocatalysts prepared via a chitosan-assisted co-precipitation method",2013,"Fuel Processing Technology",116,,,72,78,,20,10.1016/j.fuproc.2013.04.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878339545&partnerID=40&md5=8856f4e366281584b1d2ef103a04f160",Article,Scopus,2-s2.0-84878339545
"Lee, E.J., Heo, W.C., Park, J.W., Chang, Y., Bae, J.-E., Chae, K.S., Kim, T.J., Park, J.A., Lee, G.H.","D-glucuronic acid coated Gd(IO3)3·2H 2O nanomaterial as a potential T1 MRI-CT dual contrast agent",2013,"European Journal of Inorganic Chemistry",,16,,2858,2866,,10,10.1002/ejic.201201481,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878199537&partnerID=40&md5=211c04a4d109021cb193944c2f32101b",Article,Scopus,2-s2.0-84878199537
"Hao, Y., Wang, X., Zhang, H., Shen, Z., Li, L.","Investigation on the synthesis procedure of ultrafine monodispersed BaTiO<inf>3</inf> powders by solvothermal method",2013,"Nippon Seramikkusu Kyokai Gakujutsu Ronbunshi/Journal of the Ceramic Society of Japan",121,1414,,506,511,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878868599&partnerID=40&md5=b1565c9ca896d27f8411e2e746314778",Article,Scopus,2-s2.0-84878868599
"Preethi, V., Kanmani, S.","Photocatalytic hydrogen production",2013,"Materials Science in Semiconductor Processing",16,3,,561,575,,20,10.1016/j.mssp.2013.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877575599&partnerID=40&md5=b158e5bb75346c600b6f2a8aeace6c0d",Review,Scopus,2-s2.0-84877575599
"Choi, J., Umh, H.N., Sim, J., Shin, H.H., Kim, Y.","Physicochemical properties between pristine and aged AgNPs for the evaluation of nanotoxicity",2013,"Korean Journal of Chemical Engineering",30,6,,1321,1325,,,10.1007/s11814-013-0073-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878533690&partnerID=40&md5=bbd4b615e1afd66a20bdc1a66c40ae83",Article,Scopus,2-s2.0-84878533690
"Massarsky, A., Dupuis, L., Taylor, J., Eisa-Beygi, S., Strek, L., Trudeau, V.L., Moon, T.W.","Assessment of nanosilver toxicity during zebrafish (Danio rerio) development",2013,"Chemosphere",92,1,,59,66,,41,10.1016/j.chemosphere.2013.02.060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876985441&partnerID=40&md5=486889516811a0eebe5ac92152c930da",Article,Scopus,2-s2.0-84876985441
"Slepička, P., Kasálková, N.S., Stránská, E., Bačáková, L., Švorčík, V.","Surface characterization of plasma treated polymers for applications as biocompatible carriers",2013,"Express Polymer Letters",7,6,,535,545,,31,10.3144/expresspolymlett.2013.50,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875832729&partnerID=40&md5=93a840e21011fb36303e873dfe98529a",Article,Scopus,2-s2.0-84875832729
"Tian, F., An, J., Cao, H., Guo, S., Zhao, J., Lu, X.","Hydrophilic carbon nanoonions coated with carbon nanobubbles by laser ablation of carbon black suspension",2013,"Journal of Nanoscience and Nanotechnology",13,6,,4468,4471,,,10.1166/jnn.2013.7168,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878700763&partnerID=40&md5=71fc3b335d415029b97869eb3431c714",Article,Scopus,2-s2.0-84878700763
"Dobrzańska-Danikiewicz, A.D., Łukowiec, D., Cichocki, D., Wolany, W.","Carbon nanotubes decorating methods",2013,"Archives of Materials Science and Engineering",61,2,,53,61,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879275144&partnerID=40&md5=bc228df9f8076614e0fe84a89a64dfd4",Article,Scopus,2-s2.0-84879275144
"Zhao, X., Ng, S., Heng, B.C., Guo, J., Ma, L., Tan, T.T.Y., Ng, K.W., Loo, S.C.J.","Cytotoxicity of hydroxyapatite nanoparticles is shape and cell dependent",2013,"Archives of Toxicology",87,6,,1037,1052,,41,10.1007/s00204-012-0827-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878728449&partnerID=40&md5=f096741f82d36499b64485faf4010189",Article,Scopus,2-s2.0-84878728449
"Pescatori, M., Bedognetti, D., Venturelli, E., Ménard-Moyon, C., Bernardini, C., Muresu, E., Piana, A., Maida, G., Manetti, R., Sgarrella, F., Bianco, A., Delogu, L.G.","Functionalized carbon nanotubes as immunomodulator systems",2013,"Biomaterials",34,18,,4395,4403,,37,10.1016/j.biomaterials.2013.02.052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875581095&partnerID=40&md5=74265b93c3414ec805a42e88399e5098",Article,Scopus,2-s2.0-84875581095
"Ema, M., Matsuda, A., Kobayashi, N., Naya, M., Nakanishi, J.","Dermal and ocular irritation and skin sensitization studies of fullerene C60 nanoparticles",2013,"Cutaneous and Ocular Toxicology",32,2,,128,134,,7,10.3109/15569527.2012.727937,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869441992&partnerID=40&md5=b1e72abb3f3c4b4f4fcac0f3b5eae17a",Article,Scopus,2-s2.0-84869441992
"Singh, S., Guleria, A., Rath, M.C., Singh, A.K., Adhikari, S., Sarkar, S.K.","Shape evolution of CdSe nanomaterials in microheterogenous media",2013,"Advanced Materials Letters",4,6,,449,453,,2,10.5185/amlett.2012.ib.112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875831764&partnerID=40&md5=5783d602aab8e229ba9d3eaeadc98f73",Article,Scopus,2-s2.0-84875831764
"Liang, Y., Wang, X.D., Liu, N., Huang, J.","A facile method to synthesise unique Si nanostructure materials by non-through-hole anodic alumina templating",2013,"Surface and Interface Analysis",45,6,,1067,1070,,,10.1002/sia.5189,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877076477&partnerID=40&md5=7ad68e2cfb9bcfdf0fd91626acd8ec1a",Article,Scopus,2-s2.0-84877076477
"Lei, J., Lu, X.-H., Zhang, J.-L., Wei, X.-L., Zhou, D., Xia, Q.-H.","Epoxidation of mixed bi-olefins with air over nanosized Co 3O4 assisted by ultrasonic waves",2013,"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry",52,6,,709,716,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878871261&partnerID=40&md5=b966180a287f67b66d4d70a4f7df455d",Article,Scopus,2-s2.0-84878871261
"Honglong, S., Guling, Z., Bin, Z., Minting, L., Wenzhong, W.","A method for structure analysis of nanomaterials by electron diffraction: Phase identification and unit cell determination",2013,"Microscopy Research and Technique",76,6,,641,647,,2,10.1002/jemt.22211,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878177152&partnerID=40&md5=2f18a34071c7e8808ff45e8772e731f7",Article,Scopus,2-s2.0-84878177152
"Liu, T.-R., Zhou, Z.-K., Jin, C., Wang, X.","Tuning Triangular Prism Dimer into Fano Resonance for Plasmonic Sensor",2013,"Plasmonics",8,2,,885,890,,13,10.1007/s11468-013-9486-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877625218&partnerID=40&md5=4c7f9d85c5aed2638675a3f5653d5241",Article,Scopus,2-s2.0-84877625218
"Bai, R., Silaban, A.G., Gutierrez-Wing, M.T., Benton, M.G., Negulescu, I.I., Rusch, K.A.","Silver nanofiber assisted lipid extraction from biomass of a Louisiana Chlorella vulgaris/Leptolyngbya sp. co-culture",2013,"Chemical Engineering Journal",225,,,100,108,,1,10.1016/j.cej.2013.03.075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876437369&partnerID=40&md5=6221a80e30ae78d775eed35d8431c07c",Article,Scopus,2-s2.0-84876437369
"Reynaud Morales, A.G., Cuevas Arteaga, C.","Preparation of TiO2 porous nanostructures by low potential anodization in CH3COOH/HF aqueous electrolyte | Preparación de nanoestructuras porosas de TiO2 por anodización a bajo potencial en electrólito acuoso de CH 3COOH/HF",2013,"Superficies y Vacio",26,2,,64,70,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84885634978&partnerID=40&md5=7edacceb8beb2d29073fa03eafc8146b",Article,Scopus,2-s2.0-84885634978
