0.26642 0.85925 0.26181 0.78082 0.20414 0.74045 0.27219 0.62973 0.29525 0.65741 0.37138 0.74506 0.4475 0.83387 0.53054 0.68624 0.51209 0.64126 0.7416 0.534 0.69086 0.44058 1.19026 0.7047 1.36326 0.47749 1.29752 0.38291 0.79581 0.2768
0.48441 0.88577 0.47633 0.80965 0.41866 0.77505 0.47864 0.67125 0.50286 0.69316 0.58129 0.77044 0.66087 0.85809 0.71277 0.71277 0.69201 0.67125 0.90077 0.56053 0.85002 0.47864 1.31944 0.707 1.47283 0.48095 1.41401 0.39906 0.95498 0.31486
0.34831 0.90769 0.3437 0.82465 0.28141 0.78774 0.35292 0.67471 0.37599 0.70354 0.45442 0.79235 0.53631 0.89039 0.61473 0.73353 0.59397 0.68624 0.81542 0.58129 0.76352 0.49017 1.26638 0.75314 1.444 0.52708 1.38518 0.43481 0.87193 0.32524
0.36792 0.87885 0.361 0.79812 0.30448 0.76467 0.37138 0.65049 0.39329 0.67932 0.47056 0.76467 0.55707 0.86155 0.6355 0.70816 0.61127 0.66202 0.82811 0.56399 0.77966 0.47402 1.2733 0.73584 1.44285 0.50401 1.37826 0.41405 0.89385 0.3114
0.40598 0.895 0.3979 0.81427 0.33908 0.76698 0.41751 0.66433 0.43712 0.69316 0.51093 0.78312 0.59397 0.88577 0.66894 0.73814 0.65049 0.6897 0.89154 0.60089 0.85117 0.50171 1.29868 0.80504 1.49475 0.58821 1.44285 0.49594 0.96536 0.35869
0.46364 0.80273 0.46249 0.71969 0.40598 0.6701 0.49133 0.57206 0.51093 0.6032 0.57783 0.69547 0.64703 0.79927 0.73353 0.65972 0.72315 0.61127 0.95613 0.534 0.91807 0.4325 1.35865 0.74968 1.56395 0.534 1.51205 0.44173 1.03802 0.28718
0.3956 0.87424 0.3806 0.79812 0.32063 0.75544 0.39329 0.64357 0.41866 0.67471 0.49709 0.76236 0.59167 0.86386 0.65049 0.71046 0.63319 0.66318 0.85925 0.56514 0.80504 0.47056 1.29637 0.74622 1.46591 0.52823 1.4094 0.4302 0.91807 0.30909
0.50401 0.84656 0.49017 0.7739 0.43596 0.73468 0.49594 0.63434 0.51555 0.66318 0.59051 0.73814 0.66548 0.82465 0.72892 0.68394 0.70585 0.64011 0.895 0.54669 0.85117 0.46018 1.27676 0.69432 1.42439 0.48441 1.36326 0.39906 0.93767 0.32178
0.48325 0.93421 0.47287 0.85463 0.40828 0.81773 0.46941 0.70239 0.49479 0.72892 0.58013 0.81081 0.68163 0.90077 0.722 0.74506 0.70124 0.70124 0.91345 0.58475 0.85579 0.49363 1.34596 0.722 1.48783 0.48441 1.42093 0.40252 0.95613 0.33101
0.45672 0.90769 0.44634 0.82695 0.38406 0.78428 0.45442 0.67471 0.47979 0.70239 0.55707 0.7912 0.63203 0.88923 0.71508 0.73699 0.69201 0.6897 0.91461 0.58821 0.86617 0.49133 1.33904 0.75314 1.49705 0.52593 1.43593 0.44058 0.97112 0.33908
0.39675 0.91807 0.38406 0.84079 0.32755 0.80273 0.38406 0.68509 0.40944 0.71738 0.49594 0.79927 0.58475 0.89039 0.64011 0.73238 0.61589 0.68855 0.83387 0.57206 0.78197 0.48095 1.2733 0.69893 1.42555 0.46018 1.35634 0.3783 0.87424 0.31832
0.38522 0.96766 0.36907 0.88462 0.30794 0.84079 0.36907 0.72776 0.3956 0.75775 0.47979 0.84195 0.5686 0.93767 0.6355 0.7762 0.61358 0.72892 0.83503 0.61589 0.76928 0.52247 1.28368 0.75544 1.42555 0.52362 1.35865 0.43596 0.86847 0.35984
0.47633 0.9469 0.46595 0.87309 0.41059 0.83272 0.47172 0.72776 0.49363 0.75198 0.57437 0.83618 0.64703 0.9296 0.71508 0.77966 0.69547 0.73584 0.91807 0.63203 0.86386 0.54438 1.31252 0.79466 1.49244 0.57667 1.43131 0.49248 0.95267 0.39906
0.39329 0.98496 0.38983 0.89961 0.34139 0.84887 0.40828 0.74622 0.43712 0.7762 0.52247 0.87424 0.60897 0.98381 0.68624 0.83618 0.66664 0.78082 0.90884 0.70008 0.86617 0.58936 1.3598 0.89039 1.55126 0.68048 1.50628 0.57321 1.01726 0.42212
0.43942 1.00111 0.4302 0.91576 0.37022 0.86847 0.43481 0.76236 0.4671 0.78774 0.56399 0.88001 0.64472 0.98035 0.7243 0.82811 0.69893 0.77505 0.93075 0.67471 0.88462 0.56283 1.40132 0.83964 1.57779 0.61012 1.52589 0.50401 1.01956 0.38406
0.33678 0.95613 0.33216 0.87539 0.27449 0.83157 0.33447 0.72546 0.36907 0.74852 0.46018 0.83849 0.53977 0.93537 0.61358 0.78543 0.58936 0.73468 0.82695 0.63203 0.77736 0.52593 1.28022 0.78658 1.46476 0.56168 1.41401 0.46018 0.90999 0.35177
0.38176 0.92037 0.37138 0.83733 0.31601 0.79812 0.37599 0.6897 0.40136 0.71738 0.49709 0.80158 0.56745 0.90538 0.64703 0.75314 0.62857 0.70354 0.87193 0.59743 0.82003 0.50286 1.27561 0.79004 1.44977 0.56283 1.39556 0.45788 0.94229 0.3437
0.45442 0.87424 0.4475 0.78889 0.38291 0.74506 0.4475 0.62857 0.47633 0.65856 0.55707 0.74968 0.64934 0.85463 0.71162 0.69201 0.69547 0.64357 0.92268 0.53169 0.86271 0.43712 1.37364 0.68509 1.52819 0.45442 1.46361 0.36561 0.96651 0.27334
0.28026 0.86501 0.27103 0.78889 0.2076 0.75198 0.27219 0.64588 0.29871 0.6724 0.38291 0.75429 0.48671 0.85694 0.53054 0.70124 0.51324 0.6551 0.71969 0.55822 0.6701 0.46595 1.13836 0.7393 1.31136 0.5167 1.25831 0.41636 0.80389 0.29641
0.42674 0.92845 0.41405 0.84887 0.34946 0.81311 0.41636 0.71162 0.44404 0.73699 0.52823 0.81196 0.60897 0.91115 0.66779 0.76121 0.65395 0.71623 0.86386 0.61819 0.82003 0.52823 1.27676 0.7912 1.43823 0.57783 1.38402 0.47979 0.94921 0.36215
0.43827 0.80273 0.42558 0.73584 0.37368 0.69893 0.42674 0.60666 0.45096 0.62742 0.534 0.70124 0.61935 0.79697 0.66548 0.65395 0.64934 0.61012 0.85002 0.51209 0.79927 0.42674 1.23178 0.67586 1.39556 0.45672 1.33674 0.35984 0.90999 0.26988
0.33216 0.95382 0.32294 0.88001 0.26296 0.84425 0.3264 0.74391 0.35062 0.76813 0.42789 0.85002 0.51209 0.94229 0.57667 0.80158 0.55822 0.75775 0.76236 0.66318 0.71854 0.57321 1.1522 0.84079 1.31367 0.63203 1.271 0.53515 0.8431 0.41405
0.37022 0.80619 0.35984 0.73468 0.30333 0.69547 0.36561 0.58821 0.38983 0.61819 0.46826 0.69662 0.54784 0.79466 0.61127 0.64818 0.59397 0.60089 0.79697 0.50632 0.75429 0.41174 1.19372 0.67471 1.3575 0.45442 1.30214 0.3633 0.8777 0.25604
0.44519 0.86271 0.4325 0.78543 0.37253 0.74737 0.4325 0.6378 0.45672 0.66779 0.54323 0.75083 0.62281 0.84771 0.69201 0.69662 0.67356 0.64703 0.89269 0.55015 0.83733 0.45557 1.30098 0.73122 1.46245 0.52131 1.4117 0.4129 0.9619 0.29525
0.51324 0.86847 0.50401 0.79581 0.4498 0.75429 0.50978 0.6551 0.534 0.68278 0.61127 0.76467 0.67356 0.85694 0.75429 0.71969 0.74045 0.6724 0.95844 0.58705 0.91115 0.49248 1.33443 0.77505 1.50167 0.56975 1.45323 0.47402 1.04148 0.3437
0.37714 0.82234 0.35638 0.74968 0.30217 0.70585 0.3633 0.60666 0.38868 0.63203 0.47172 0.71508 0.55707 0.81196 0.6205 0.66433 0.60205 0.61819 0.80619 0.52708 0.76121 0.42904 1.21217 0.70931 1.38402 0.48671 1.33097 0.38983 0.87193 0.27565
0.45096 0.83964 0.43827 0.76698 0.38291 0.72892 0.44173 0.62973 0.46595 0.6551 0.54669 0.73468 0.62165 0.82465 0.68855 0.68278 0.66894 0.6378 0.85809 0.54553 0.81427 0.45903 1.25254 0.70354 1.41862 0.47864 1.3598 0.38752 0.92153 0.30102
0.49248 0.83387 0.47633 0.76698 0.42674 0.73007 0.4821 0.6355 0.50517 0.66087 0.58821 0.73584 0.6724 0.82926 0.72315 0.6874 0.70585 0.64588 0.89731 0.55361 0.85463 0.47056 1.27215 0.73353 1.44977 0.52247 1.39671 0.42674 0.96651 0.31832
0.3956 1.02533 0.37368 0.95036 0.30679 0.91922 0.3633 0.80273 0.39098 0.82926 0.48671 0.90307 0.58244 0.98958 0.63665 0.83157 0.61243 0.78428 0.82465 0.65395 0.75544 0.56745 1.27907 0.78197 1.40824 0.53746 1.33789 0.44519 0.85463 0.38868
